VISA,URL,SECTION,DESCRIPTION
Niederlassungserlaubnis für Kinder,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/324863/,GEBÜHREN,"Die Pflicht zur Zahlung der Bearbeitungsgebühren entsteht grundsätzlich bereits bei Vorliegen eines Antrages mit dessen Eingang bei der Behörde. Eine Rückzahlung kommt auch bei Rücknahme des Antrages nicht in Betracht, wenn mit der sachlichen Bearbeitung bereits begonnen wurde ( Prüfung erforderliche Aufenthaltszeiten und/oder Prüfung der übersandten  Unterlagen bzw. Übersendung eines Termins zur Vorsprache). Die  betragen:

55,00 Euro: Minderjährige (27,50 Euro bei Antragseingang und 27,50 Euro bei Erteilung)113,00 Euro: Volljährige (56,50 Euro bei Antragseingang und 56,50 Euro bei Erteilung)Für türkische Staatsangehörige:
22,80 Euro: bis zum vollendeten 24. Lebensjahr (11,40 Euro bei Antragseingang und 11,40 Euro bei Erteilung)37,00 Euro: ab dem vollendeten 24. Lebensjahr (18,50 Euro bei Antragseingang und 18,50 Euro bei Erteilung)"
Niederlassungserlaubnis für Kinder,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/324863/,RECHTSGRUNDLAGEN,Aufenthaltsgesetz (AufenthG) § 35
Niederlassungserlaubnis für Kinder,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/324863/,ZUSTÄNDIGE BEHÖRDEN,"Landesamt für Einwanderung (LEA)




LEA, Friedrich-Krause-Ufer
Termin buchen

Weitere zuständige Behörden für diese Dienstleistung im zentralen Service-Portal anzeigen."
Niederlassungserlaubnis für Selbständige,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/326564/,VORAUSSETZUNGEN,"3 Jahre Aufenthaltserlaubnis für eine unternehmerische Tätigkeit (keine freiberufliche)                                


                                    Ihre Aufenthaltserlaubnis muss nach § 21 Absatz 1 oder Absatz 2a Aufenthaltsgesetz für eine selbständige, unternehmerische Tätigkeit erteilt worden sein.
Wenn Sie freiberuflich mit einer Aufenthaltserlaubnis nach § 21 Absatz 5 Aufenthaltsgesetz tätig sind, kann Ihnen die Niederlassungserlaubnis erst nach 5 Jahren erteilt werden. Es gelten dann auch andere . Informationen hierzu finden Sie im Abschnitt „Weiterführende Informationen“. 



                                Ausreichende Einkünfte                                


                                    Das Einkommen aus Ihrer unternehmerischen Tätigkeit muss den Lebensunterhalt für Sie und Ihre Familienangehörigen sichern können. Einkünfte Ihrer Familienangehörigen oder Gewinne aus Kapital-Vermögen können nicht berücksichtigt werden.                                



                                Ausreichende Krankenversicherung                                


                                    Zum gesicherten Lebensunterhalt gehört auch eine ausreichende Krankenversicherung für Sie und Ihre Familienangehörigen:
Mit einer gesetzlichen Krankenversicherung sind Sie ausreichend versichert.Bei einer privaten Krankenversicherung achten Sie bitte auf Art und Umfang Ihrer Krankenversicherung.Für mehr Informationen hierzu lesen Sie bitte das Merkblatt zur Krankenversicherung (im Abschnitt „Formulare“) 



                                Altersvorsorge                                


                                    Bei Anträgen im Jahr 2023 gilt Folgendes:
Perspektivisch müssen Sie bei Vollendung des 67. Lebensjahres
entweder eine monatliche Rente von 1.432,59 Euro (für mindestens 12 Jahre) erhaltenoder ein Vermögen von 206.293,00 Euro besitzen. 



                                Keine Straftaten                                


                                    Schon Geldstrafen können die Erteilung der Niederlassungserlaubnis hindern.                                



                                Hauptwohnsitz in Berlin"
Niederlassungserlaubnis für Selbständige,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/326564/,ERFORDERLICHE UNTERLAGEN,"Antrag                                

                                    Bitte stellen Sie einen formlosen schriftlichen Antrag.
Fügen Sie Ihrem Antrag bitte die Dokumente in Kopie bei („“). Sie erhalten dann entweder eine Einladung zu einem Termin oder einen Gebührenbescheid.                                



                                Gültiger Pass, zusammen mit Ihrer Aufenthaltserlaubnis                                

                                    Ihre Aufenthaltserlaubnis muss nach § 21 Absatz 1 oder Absatz 2a Aufenthaltsgesetz erteilt worden sein.
Wenn Sie freiberuflich tätig sind, können Sie die Niederlassungserlaubnis frühestens nach 5 Jahren erhalten. Informationen hierzu finden Sie im Abschnitt „Weiterführende Informationen“.                                




                                        1 aktuelles biometrisches Foto


                                    35mm x 45mm, Frontalaufnahme mit neutralem Gesichtsausdruck und geschlossenem Mund gerade in die Kamera blickend, heller Hintergrund                                



                                Formular Prüfungsbericht (ausgefüllt)                                

                                    Zusammen mit den im Prüfungsbericht genannten Unterlagen
Der Prüfungsbericht muss ausgefüllt werden durch
Steuerberater,Wirtschaftsprüfer oderSteuerbevollmächtigte 



                                Mietvertrag oder Kaufvertrag                                

                                    Die Wohnfläche sowie die monatliche Miete oder die Wohn-Kosten der eigenen Immobilie (Haus oder Wohnung) sind nachzuweisen.                                



                                Krankenversicherung                                

                                    Bitte legen Sie entweder die Versicherungskarte Ihrer gesetzlichen Krankenversicherung oder die Versicherungs-Police einer privaten Krankenversicherung vor.                                



                                Altersvorsorge                                

                                    Sie können den Nachweis einer angemessenen Altersversorgung (siehe Abschnitt „Voraussetzungen“) erbringen durch:
eine private Rentenversicherung oder Lebensversicherungeigenes Vermögenerworbene Rentenanwartschaften oderBetriebsvermögen 



                                Bescheinigungen zum Integrationskurs                                 

                                    ""Zertifikat Integrationskurs"" über die erfolgreiche Teilnahme am Integrationskurs bzw. Bescheinigung über die Ergebnisse der Abschlusstests                                



                                Nachweis über den Hauptwohnsitz in Berlin                                

Bescheinigung über die Anmeldung der Wohnung (Meldebestätigung) oderMietvertrag und Einzugsbestätigung des VermietersMehr zum Thema im Abschnitt „Weiterführende Informationen“"
Niederlassungserlaubnis für Selbständige,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/326564/,FORMULARE,"Prüfungsbericht (für Selbständige und Freiberufler)





                                        Merkblatt Krankenversicherung"
Niederlassungserlaubnis für Selbständige,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/326564/,GEBÜHREN,"Die Pflicht zur Zahlung der Bearbeitungsgebühren entsteht grundsätzlich bereits bei Vorliegen eines Antrages mit dessen Eingang bei der Behörde. Eine Rückzahlung kommt auch bei Rücknahme des Antrages nicht in Betracht, wenn mit der sachlichen Bearbeitung bereits begonnen wurde ( Prüfung erforderliche Aufenthaltszeiten und/oder Prüfung der übersandten  Unterlagen bzw. Übersendung eines Termins zur Vorsprache). Die  betragen:

124,00 Euro (62,00 Euro bei Antragseingang und 62,00 Euro bei Erteilung)Für türkische Staatsangehörige:
22,80 Euro: bis zum vollendeten 24. Lebensjahr (11,40 Euro bei Antragseingang und 11,40 Euro bei Erteilung)37,00 Euro: ab dem vollendeten 24. Lebensjahr (18,50 Euro bei Antragseingang und 18,50 Euro bei Erteilung)"
Niederlassungserlaubnis für Selbständige,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/326564/,RECHTSGRUNDLAGEN,Aufenthaltsgesetz (AufenthG) § 21 Absatz 4
Niederlassungserlaubnis für Selbständige,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/326564/,WEITERFÜHRENDE INFORMATIONEN,"Niederlassungserlaubnis (allgemein)





                                    Bescheinigung über die Anmeldung einer Wohnung (Meldebestätigung)





                                    Muster: Einzugsbestätigung des Vermieters"
Niederlassungserlaubnis für Selbständige,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/326564/,ZUSTÄNDIGE BEHÖRDEN,"Landesamt für Einwanderung (LEA)




LEA, Friedrich-Krause-Ufer




LEA, Zum Business Immigration Service (BIS)


Weitere zuständige Behörden für diese Dienstleistung im zentralen Service-Portal anzeigen."
Antragsbescheinigung für Familienangehörige von Bürgern der EU (außer Deutschland) und des EWR,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/326235/,VORAUSSETZUNGEN,"Aufenthaltskarte soll ausgestellt werden                                


                                    Es wird die Ausstellung einer Aufenthaltskarte gewünscht, die bei Vorsprache wegen fehlender Unterlagen aber noch nicht ausgestellt werden kann."
Antragsbescheinigung für Familienangehörige von Bürgern der EU (außer Deutschland) und des EWR,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/326235/,ERFORDERLICHE UNTERLAGEN,Siehe hierzu Informationen zur Aufenthaltskarte
Antragsbescheinigung für Familienangehörige von Bürgern der EU (außer Deutschland) und des EWR,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/326235/,GEBÜHREN,Keine
Antragsbescheinigung für Familienangehörige von Bürgern der EU (außer Deutschland) und des EWR,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/326235/,RECHTSGRUNDLAGEN,Freizügigkeitsgesetz/EU (FreizügG/EU) § 5 Abs. 1
Antragsbescheinigung für Familienangehörige von Bürgern der EU (außer Deutschland) und des EWR,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/326235/,WEITERFÜHRENDE INFORMATIONEN,"Aufenthaltskarte für Familienangehörige von Bürgern der EU (außer Deutschland) und des EWR





                                    Aufenthaltserlaubnis für Ehepartner, Eltern und Kinder von deutschen Staatsangehörigen 





                                    Aufenthaltserlaubnis für Ehepartner, Eltern und Kinder (allgemein)"
Antragsbescheinigung für Familienangehörige von Bürgern der EU (außer Deutschland) und des EWR,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/326235/,ZUSTÄNDIGE BEHÖRDEN,"Landesamt für Einwanderung (LEA)




LEA, Friedrich-Krause-Ufer




LEA, Zum Business Immigration Service (BIS)


Weitere zuständige Behörden für diese Dienstleistung im zentralen Service-Portal anzeigen."
Aufenthaltserlaubnis-Schweiz,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/324287/,VORAUSSETZUNGEN,"Staatsangehörigkeit der Schweiz                                


                                    Bei einer Familie muss mindestens ein Familienmitglied die Staatsangehörigkeit der Schweiz besitzen.                                



                                Hauptwohnsitz in Berlin                                




                                Persönliche Vorsprache ist erforderlich                                


                                    Die Vorsprache sollte möglichst mit Termin erfolgen."
Aufenthaltserlaubnis-Schweiz,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/324287/,ERFORDERLICHE UNTERLAGEN,"gültiger Pass oder ID-Karte bei Staatsangehörigen der Schweiz                                



                                gültiger Pass bei Familienangehörigen des Staatsangehörigen der Schweiz                                




                                        1 aktuelles biometrisches Foto


                                    35mm x 45mm, Frontalaufnahme mit neutralem Gesichtsausdruck und geschlossenem Mund gerade in die Kamera blickend, heller Hintergrund                                



                                Staatsangehörige der Schweiz müssen ihr Recht auf Freizügigkeit nachweisen                                

                                    Zur Glaubhaftmachung des Freizügigkeitsrechts sind bitte folgende Unterlagen (jeweils im Original und in Kopie) vorzulegen:
Arbeitnehmer: Arbeitsvertrag oder EinstellungszusageSelbstständige: Gewerbeanmeldung vom Gewerbeamt, ggf. Aufträge, Rechnungen oder ÄhnlichesFreiberufler: Steuernummer vom Finanzamt, ggf. Aufträge, Rechnungen oder ÄhnlichesStudierende: Zulassung der Hochschule oder Immatrikulationsbescheinigung, Nachweis über ausreichende Existenzmittel und KrankenversicherungNichterwerbstätige: Nachweis über ausreichende Existenzmittel und Krankenversicherung 



                                Familienangehörige benötigen einen Nachweis ihrer familiäre Beziehung mit dem Staatsangehörigen der Schweiz                                

                                    z.B. Geburtsurkunde, Eheurkunde, eingetragene gleichgeschlechtliche Lebenspartnerschaft, Unterlagen zum Sorgerecht für minderjährige Kinder                                



                                Formular Antrag auf Erteilung eines Aufenthaltstitels (ausgefüllt)                                



                                Nachweis über den Hauptwohnsitz in Berlin                                

Bescheinigung über die Anmeldung der Wohnung (Meldebestätigung) oderMietvertrag und Einzugsbestätigung des VermietersMehr zum Thema im Abschnitt „Weiterführende Informationen“"
Aufenthaltserlaubnis-Schweiz,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/324287/,FORMULARE,Antrag auf Erteilung eines Aufenthaltstitels
Aufenthaltserlaubnis-Schweiz,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/324287/,GEBÜHREN,"Staatsangehörige der Schweiz
37,00 Euro: Ab dem vollendeten 24. Lebensjahr22,80 Euro: Bis zum vollendeten 24. LebensjahrFamilienangehörige aus Drittstaaten
100,00 Euro: Für Erwachsene50,00 Euro: Für Minderjährige"
Aufenthaltserlaubnis-Schweiz,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/324287/,RECHTSGRUNDLAGEN,"§ 28 Aufenthaltsverordnung (AufenthV)





                                        § 56 Absatz 2 Aufenthaltsverordnung (AufenthV)





                                        Abkommen zwischen der Schweizerischen Eidgenossenschaft einerseits und der Europäischen Gemeinschaft und ihren Mitgliedstaaten andererseits über die Freizügigkeit"
Aufenthaltserlaubnis-Schweiz,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/324287/,WEITERFÜHRENDE INFORMATIONEN,"Bescheinigung über die Anmeldung einer Wohnung (Meldebestätigung)





                                    Muster: Einzugsbestätigung des Vermieters"
Aufenthaltserlaubnis-Schweiz,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/324287/,ZUSTÄNDIGE BEHÖRDEN,"Die Dienstleistung kann nur beim Landesamt für Einwanderung (LEA) am Standort Friedrich-Krause-Ufer in Anspruch genommen werden.                




Landesamt für Einwanderung (LEA)




LEA, Friedrich-Krause-Ufer
Termin buchen



LEA, Zum Business Immigration Service (BIS)


Weitere zuständige Behörden für diese Dienstleistung im zentralen Service-Portal anzeigen."
Aufenthaltserlaubnis-Schweiz – zu einem neuen Pass oder Ausweis übertragen,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/327409/,VORAUSSETZUNGEN,"Besitz einer Aufenthaltserlaubnis-Schweiz                                




                                Neuer Pass oder neue Schweizer Identitätskarte                                




                                Hauptwohnsitz in Berlin                                




                                Übertragung vor Ort                                


                                    Die Aufenthaltserlaubnis können Sie nur bei uns vor Ort übertragen lassen. Bitte vereinbaren Sie dazu einen Termin."
Aufenthaltserlaubnis-Schweiz – zu einem neuen Pass oder Ausweis übertragen,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/327409/,ERFORDERLICHE UNTERLAGEN,"Neuer Pass oder neue Schweizer Identitätskarte                                



                                Aufenthaltserlaubnis-Schweiz                                




                                        Aktuelles, biometrisches Foto


                                    Das Foto muss aktuell sein. Es muss die Anforderungen an Fotos für elektronische Reisepässe erfüllen."
Aufenthaltserlaubnis-Schweiz – zu einem neuen Pass oder Ausweis übertragen,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/327409/,GEBÜHREN,"Staatsangehörige der Schweiz
37,00 Euro: Ab dem vollendeten 24. Lebensjahr22,80 Euro: Bis zum vollendeten 24. LebensjahrFamilienangehörige aus Drittstaaten
67,00 Euro: Für Erwachsene33,50 Euro: Für Minderjährige"
Aufenthaltserlaubnis-Schweiz – zu einem neuen Pass oder Ausweis übertragen,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/327409/,RECHTSGRUNDLAGEN,§ 52 Aufenthaltsverordnung (AufenthV)
Aufenthaltserlaubnis-Schweiz – zu einem neuen Pass oder Ausweis übertragen,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/327409/,DURCHSCHNITTLICHE BEARBEITUNGSZEIT,5-6 Wochen
Aufenthaltserlaubnis-Schweiz – zu einem neuen Pass oder Ausweis übertragen,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/327409/,ZUSTÄNDIGE BEHÖRDEN,"Die Dienstleistung kann nur beim Landesamt für Einwanderung (LEA) am Standort Friedrich-Krause-Ufer in Anspruch genommen werden.                




Landesamt für Einwanderung (LEA)




LEA, Friedrich-Krause-Ufer
Termin buchen



LEA, Zum Business Immigration Service (BIS)


Weitere zuständige Behörden für diese Dienstleistung im zentralen Service-Portal anzeigen."
Aufenthaltskarte für Familienangehörige von Bürgern der EU (außer Deutschland) und des EWR – Ausstellung,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/324282/,VORAUSSETZUNGEN,"Familienangehöriger ist selbst kein EU- oder EWR-Bürger                                




                                Freizügigkeitsrecht liegt vor                                


                                    Familienangehörige genießen nur dann ein vom EU-/EWR-Bürger abgeleitetes Aufenthaltsrecht, wenn dieser ein Freizügigkeitsrecht besitzt, z.B. als
ArbeitnehmerSelbstständigerNichterwerbstätiger 



                                Familiäre Beziehung zu einem Bürger der EU (außer Deutschland) oder des EWR                                


                                    Familienangehörige nach dem Freizügigkeitsrecht sind insbesondere
Ehepartner / gleichgeschlechtliche eingetragene Lebenspartner oderminderjähriges ledige Kinder oderElternteileFamilienangehörige von Deutschen bekommen keine Aufenthaltskarte nach dem Freizügigkeitsgesetz. Diese können eine Aufenthaltserlaubnis nach dem Aufenthaltsgesetz erhalten, wenn sie selbst kein EU-oder EWR-Bürger sind (siehe unter 'Weiterführende Informationen).                                



                                Familiäre Lebensgemeinschaft                                 


                                    Zwischen dem Familienangehörigen und dem  EU-/EWR-Bürger muss in Berlin eine familiäre Lebensgemeinschaft bestehen.                                



                                Hauptwohnsitz in Berlin                                




                                Persönliche Vorsprache ist erforderlich"
Aufenthaltskarte für Familienangehörige von Bürgern der EU (außer Deutschland) und des EWR – Ausstellung,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/324282/,ERFORDERLICHE UNTERLAGEN,"Formular ""Angaben zur Ausstellung einer Aufenthaltskarte"" (ausgefüllt)                                



                                Gültiger Pass                                




                                        1 aktuelles biometrisches Foto


                                    35mm x 45mm, Frontalaufnahme mit neutralem Gesichtsausdruck und geschlossenem Mund gerade in die Kamera blickend, heller Hintergrund                                



                                Nachweis der Verwandtschaft mit dem EU-/EWR-Bürger                                

                                    z.B. Geburtsurkunde, Eheurkunde, eingetragene gleichgeschlechtliche Lebenspartnerschaft                                



                                Bei allen ausländischen Urkunden: Übersetzung, eventuell zusätzlich Apostille oder Legalisation                                 

Bitte legen Sie von allen ausländischen Urkunden eine beglaubigte Übersetzung vor.Je nach Herkunftsland benötigen Sie zu der Urkunde auch eine Apostille oder Legalisation. Mehr zu diesem Thema erfahren Sie zum Beispiel beim Auswärtigen Amt: Internationaler Urkundenverkehr (siehe Abschnitt ""Weiterführende Informationen""). 



                                Meldebestätigung des EU-/EWR-Bürgers                                



                                Nachweise zum Freizügigkeitsrecht des EU-/EWR-Bürgers                                

                                    Im Einzelfall können Nachweise über das Freizügigkeitsrecht des EU-/EWR-Bürgers verlangt werden. Bitte bringen Sie deshalb folgende Unterlagen mit:
bei Arbeitnehmern: Bestätigung des Arbeitgebers über die Einstellung oder Beschäftigungbei Selbstständigen: Gewerbeanmeldung, Steuernummer, aktuellen Steuerbescheidbei Nicht-Erwerbstätigen: Nachweise über Krankenversicherung und Existenzmittel 



                                Nachweis über den Hauptwohnsitz in Berlin                                

Bescheinigung über die Anmeldung der Wohnung (Meldebestätigung) oderMietvertrag und Einzugsbestätigung des VermietersMehr zum Thema im Abschnitt „Weiterführende Informationen“"
Aufenthaltskarte für Familienangehörige von Bürgern der EU (außer Deutschland) und des EWR – Ausstellung,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/324282/,FORMULARE,Angaben zur Ausstellung einer Aufenthaltskarte
Aufenthaltskarte für Familienangehörige von Bürgern der EU (außer Deutschland) und des EWR – Ausstellung,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/324282/,GEBÜHREN,"37,00 Euro: Ab dem vollendeten 24. Lebensjahr22,80 Euro: Bis zum vollendeten 24. Lebensjahr"
Aufenthaltskarte für Familienangehörige von Bürgern der EU (außer Deutschland) und des EWR – Ausstellung,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/324282/,RECHTSGRUNDLAGEN,Freizügigkeitsgesetz/EU (FreizügG/EU) § 5 Abs. 1
Aufenthaltskarte für Familienangehörige von Bürgern der EU (außer Deutschland) und des EWR – Ausstellung,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/324282/,WEITERFÜHRENDE INFORMATIONEN,"Bescheinigung über die Anmeldung einer Wohnung (Meldebestätigung)





                                    Muster: Einzugsbestätigung des Vermieters





                                    Aufenthaltserlaubnis für Familienangehörige von Deutschen 





                                    Daueraufenthaltskarte für Familienangehörige von EU- und EWR-Bürgern





                                    Daueraufenthaltsbescheinigung für EU- und EWR-Bürger





                                    Auswärtiges Amt: Internationaler Urkundenverkehr"
Aufenthaltskarte für Familienangehörige von Bürgern der EU (außer Deutschland) und des EWR – Ausstellung,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/324282/,ZUSTÄNDIGE BEHÖRDEN,"Landesamt für Einwanderung (LEA)




LEA, Friedrich-Krause-Ufer
Termin buchen



LEA, Zum Business Immigration Service (BIS)


Weitere zuständige Behörden für diese Dienstleistung im zentralen Service-Portal anzeigen."
Aufenthaltskarte oder Daueraufenthaltskarte – zu einem neuen Pass übertragen,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/327405/,VORAUSSETZUNGEN,"Besitz einer Aufenthaltskarte oder Daueraufenthaltskarte                                


                                    Die Aufenthaltskarte oder Daueraufenthaltskarte wurde Ihnen als Familienangehöriger eines Bürgers der Europäischen Union – EU oder des Europäischen Wirtschaftsraums – EWR (Island, Liechtenstein, Norwegen) ausgestellt. Sie selbst besitzen nicht die Staatsangehörigkeit eines Mitgliedsstaats der EU oder des EWR.                                



                                Neuer Pass                                 


                                    Sie haben einen neuen Pass bereits bekommen.                                



                                Hauptwohnsitz in Berlin                                




                                Übertragung vor Ort                                


                                    Die Aufenthaltskarte oder Daueraufenthaltskarte können Sie nur bei uns vor Ort übertragen lassen.  Bitte vereinbaren Sie dazu einen Termin."
Aufenthaltskarte oder Daueraufenthaltskarte – zu einem neuen Pass übertragen,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/327405/,ERFORDERLICHE UNTERLAGEN,"Neuer Pass                                



                                Aufenthaltskarte oder Daueraufenthaltskarte                                




                                        1 aktuelles biometrisches Foto


                                    Das Foto muss aktuell sein. Es muss die Anforderungen an Fotos für elektronische Reisepässe erfüllen."
Aufenthaltskarte oder Daueraufenthaltskarte – zu einem neuen Pass übertragen,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/327405/,GEBÜHREN,"37,00 Euro: Ab dem vollendeten 24. Lebensjahr22,80 Euro: Bis zum vollendeten 24. Lebensjahr"
Aufenthaltskarte oder Daueraufenthaltskarte – zu einem neuen Pass übertragen,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/327405/,RECHTSGRUNDLAGEN,§ 47 Aufenthaltsverordnung (AufenthV)
Aufenthaltskarte oder Daueraufenthaltskarte – zu einem neuen Pass übertragen,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/327405/,DURCHSCHNITTLICHE BEARBEITUNGSZEIT,Etwa 5-6 Wochen
Aufenthaltskarte oder Daueraufenthaltskarte – zu einem neuen Pass übertragen,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/327405/,WEITERFÜHRENDE INFORMATIONEN,"Aufenthaltserlaubnis in einen neuen Pass übertragen





                                    Blaue Karte EU zu einem neuen Pass übertragen





                                    Niederlassungserlaubnis in einen neuen Pass übertragen"
Aufenthaltskarte oder Daueraufenthaltskarte – zu einem neuen Pass übertragen,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/327405/,ZUSTÄNDIGE BEHÖRDEN,"Die Dienstleistung kann nur beim Landesamt für Einwanderung (LEA) am Standort Friedrich-Krause-Ufer in Anspruch genommen werden.                




Landesamt für Einwanderung (LEA)




LEA, Friedrich-Krause-Ufer
Termin buchen

Weitere zuständige Behörden für diese Dienstleistung im zentralen Service-Portal anzeigen."
Bescheinigung über das Daueraufenthaltsrecht für Unionsbürger,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/324284/,VORAUSSETZUNGEN,"EU-Bürger oder Staatsangehöriger Islands, Liechtensteins oder Norwegens                                




                                Mehrjähriger freizügigkeitsberechtigter Aufenthalt in Deutschland                                 


                                    Im Regelfall entsteht ein Recht zum Daueraufenthalt nach 5 Jahren rechtmäßigen Aufenthalt in Deutschland.
In dieser Zeit muss durchgehend ein Freizügigkeitsrecht bestanden haben, zum Beispiel als Arbeitnehmer, Selbständiger oder als Nicht-Erwerbstätiger mit ausreichenden Existenzmitteln.
Abhängig vom Einzelfall kann die erforderliche Zeit im Bundesgebiet auch weniger als 5 Jahre betragen.                                



                                Hauptwohnsitz in Berlin                                




                                Persönliche Vorsprache ist erforderlich                                


                                    Die Vorsprache sollte möglichst mit Termin erfolgen."
Bescheinigung über das Daueraufenthaltsrecht für Unionsbürger,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/324284/,ERFORDERLICHE UNTERLAGEN,"gültiger Pass oder gültige ID-Karte                                




                                        1 aktuelles biometrisches Foto


                                    35mm x 45mm, Frontalaufnahme mit neutralem Gesichtsausdruck und geschlossenem Mund gerade in die Kamera blickend, heller Hintergrund                                



                                Formular ""Antrag auf Ausstellung einer Daueraufenthaltsbescheinigung"" (ausgefüllt)                                




                                        Melderegisterauskunft


                                    Der ständige Aufenthalt in Deutschland muss nachgewiesen werden. Dies gelingt am einfachsten mit einem Melderegisterauszug. Es können auch Steuerbescheide oder Ahnliches verwendet werden.                                



                                Nachweise zum Freizügigkeitsrecht (für die letzten 5 Jahre)                                

Arbeitnehmer: Bescheinigung des Arbeitgebers über Art und Dauer der BeschäftigungSelbständige: Gewerbeanmeldung, SteuerbescheideNicht-Erwerbstätige: Krankenversicherung und Nachweise über Existenzmittel
Im Einzelfall können weitere Unterlagen gefordert werden."
Bescheinigung über das Daueraufenthaltsrecht für Unionsbürger,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/324284/,FORMULARE,Antrag auf Ausstellung einer Daueraufenthaltsbescheinigung
Bescheinigung über das Daueraufenthaltsrecht für Unionsbürger,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/324284/,GEBÜHREN,"Ab dem 01.09.2017:
10,00 Euro"
Bescheinigung über das Daueraufenthaltsrecht für Unionsbürger,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/324284/,RECHTSGRUNDLAGEN,§ 4a Freizügigkeitsgesetz/EU - FreizügG/EU
Bescheinigung über das Daueraufenthaltsrecht für Unionsbürger,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/324284/,WEITERFÜHRENDE INFORMATIONEN,Daueraufenthaltskarte für Familienangehörige von EU- und EWR-Bürgern
Bescheinigung über das Daueraufenthaltsrecht für Unionsbürger,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/324284/,ZUSTÄNDIGE BEHÖRDEN,"Landesamt für Einwanderung (LEA)




LEA, Friedrich-Krause-Ufer


Weitere zuständige Behörden für diese Dienstleistung im zentralen Service-Portal anzeigen."
